funcid,dim,milestone,error
21,10,1,3.749795e+02
21,10,2,3.749795e+02
21,10,3,3.749795e+02
21,10,5,3.749795e+02
21,10,10,3.749795e+02
21,10,20,3.749795e+02
21,10,30,3.749795e+02
21,10,40,3.749795e+02
21,10,50,3.749795e+02
21,10,60,3.749795e+02
21,10,70,3.749795e+02
21,10,80,3.749795e+02
21,10,90,3.749795e+02
21,10,100,3.749795e+02
21,10,1,3.749795e+02
21,10,2,3.749795e+02
21,10,3,3.749795e+02
21,10,5,3.749795e+02
21,10,10,3.749795e+02
21,10,20,3.749795e+02
21,10,30,3.749795e+02
21,10,40,3.749795e+02
21,10,50,3.749795e+02
21,10,60,3.749795e+02
21,10,70,3.749795e+02
21,10,80,3.749795e+02
21,10,90,3.749795e+02
21,10,100,3.749795e+02
21,10,1,3.749795e+02
21,10,2,3.749795e+02
21,10,3,3.749795e+02
21,10,5,3.749795e+02
21,10,10,3.749795e+02
21,10,20,3.749795e+02
21,10,30,3.749795e+02
21,10,40,3.749795e+02
21,10,50,3.749795e+02
21,10,60,3.749795e+02
21,10,70,3.749795e+02
21,10,80,3.749795e+02
21,10,90,3.749795e+02
21,10,100,3.749795e+02
